Timestamp,Category,Product_Name,Room_No,Row_No,Product_Count,Item_ID,Storage_Type,Product_Size,Weight_kg,Access_Frequency,Last_Accessed,Stock_Threshold,Temperature_Requirement,Supplier_Name,Expiration_Date,Handling_Priority,Units_Sold,Stock_On_Hand,Restock_Lead_Time_Days,Season,Promotion_Active,Supplier_Delay_Days,Forecast_Window
2019-06-08 04:45:00,furniture,Bathroom Vanity,306,15,11,129559430,Box,54,27.1,1,2019-06-05,3,Uncontrolled,Avon_Supplies,1900-01-01,A-Normal,0,11,6,Summer,False,1,60
2015-12-27 12:35:39,toys,Crayon,31,10,115,34276883,Shelf,12,0.194,3,2021-01-15,200,Cool,Supplier 2,2021-08-27,High,0,201,1,Fall,False,33,2
2019-06-21 14:02:07,furniture,Coffee Table,4,0,1,15773,shelf,Medium,2.2,5,2019-06-21,4,20°C,Golden Home,1910-03-21,Normal,0,1,6,fall,False,11,6
2021-07-03 10:02:30,clothing,Cotton T-Shirt,13,2,2,1465865,Rack,S,0.69,3,2021-06-14,5,cooled,Nike,2024-07-03,normal,0,2,0,Summer,False,7,26
2022-02-13 21:30:07,furniture,Sofa,118,13,1,FURN-1954,Intermediate,XXL,95.66,2,2021-01-18,50,Not Temperature Controlled,sup0006,2024-03-28,Average,0,1,3,Autumn/Winter,False,1,30
2020-12-01 18:26:50,toys,Toys,7,7,1,toys_1122,Pallet,28 x 12 x 19 cm,0.14,1,2020-08-10,1,No temperature requirement,supplier_2,2022-05-08,A,0,1,14,summer,False,17,1
2018-04-18 11:59:43,clothing,blue denim,28,22,1,32247,Hanging,34,0.722,0,2018-04-18,10,cool,Gulati Traders,1904-12-18,Average,0,1,13,Summer,False,96,21
2022-04-28 17:06:59,furniture,Kids Bed,112,0,1,Kids-Bed-1001-112-0-2022-04-28-17-06-59,Outdoor,8,25.0,1,2022-04-12,2,Cool,Bed Suppliers,2025-04-28,Normal,0,1,6,Year-round,False,0,12
2021-03-19 04:01:13,clothing,Casual Shirt,164,11,1,4080814029025,Shelf,M (Medium),1.0,1,2021-03-18,7,None,Cambridge Clothing,2024-12-31,High,0,7,10,Summer,False,1,18
2022-06-24 15:00:55,clothing,T-shirt,12,1,5,53859822,Pallet,Small,0.69,1,2022-07-04,2,Cold,Chicco,2023-02-03,Normal,0,5,16,Summer,False,0,7
2022-11-18 03:01:13,food,cheese,1,18,16,34189212,Stand,375gr,0.375,5,2022-11-17,2,not required,Supplier1,1964-09-30,not important,0,16,30,Winter,False,0,1
2015-01-11 21:06:09,furniture,Sofa set,307,1,2,12276078,Wooden,3 seater,29.0,1,2015-01-10,3,no,Whitefield Furniture,2022-07-13,high,0,2,91,Summer,False,1,3
2022-12-15 23:25:42,clothing,Sweater,2,6,3,1011,Wire Rack,M,0.4,2,2022-08-17,5,30°F-40°F,Urban Outfitters,1998-11-16,normal,0,3,1,Winter,True,2,13
2020-07-10 16:33:57,clothing,Pants,1,2,11,107753,Self,L,1.2,1,2020-07-10,8,23,Style Plus,2020-10-17,Normal,1,10,17,Spring/Summer,False,2,30
2023-02-15 11:37:24,furniture,sofa,18,15,1,8945975,Wooden rack,3 seater,79.3,3,2023-02-09,15,None,Supplier 1,1900-01-01,Low,0,1,2,Summer,False,21,30
2021-06-11 08:19:16,furniture,Coffee Table,1,6,2,1030151,Wooden shelf,Medium,14.0,1,2021-06-09,1,Cool,Arihant Industries,2030-06-09,high,0,2,14,Spring,False,0,30
2020-09-19 17:57:34,furniture,Sofa,2,3,1,1032112,Wooden Crate,Large,31.5,11,2020-08-25,20,None,Venus,1990-12-21,1,0,1,47,Fall,False,18,30
2022-04-25 13:42:52,electronics,Samsung Galaxy S21 5G,184,56,6,1397635,Pallet,4G,0.191,8,2022-04-25,50,0,Electro,2022-12-31,1,0,6,2,Summer,False,0,1
2018-08-29 08:13:51,food,peanut butter,10,68,2,65686,Bin,28oz,0.891,2,2017-12-06,1,No,NutriCo Foods,1970-01-01,A-Normal,0,2,2,Fall,False,12,12
2018-06-17 18:06:26,electronics,Nintendo Switch Console,20,15,14,10379615,normal,31 cm,0.52,1,2019-01-27,5,15 to 25,Supplier 1,2023-02-28,Medium,0,2,2,Normal,False,6,1
2021-04-01 12:52:18,furniture,Bed frame,22,2,12,441370,Shelf,Queen,19.9,2,2021-03-18,10,41,Mobil,2021-02-28,High,0,12,33,Spring,False,7,90
2021-03-18 13:48:47,clothing,Polo T-Shirt,4,10,2,8097923,Pallet,M,0.61,2,2021-01-24,5,Uncontrolled,supplier-1,2021-03-24,2,0,2,24,Spring,False,1,45
2021-09-07 13:30:30,toys,Slinky,3,155,1,8061248,Pallet,Large,0.92,2,2021-02-10,4,0,Supplier3,1999-04-22,D,0,1,58,Spring,False,7,252
2021-11-13 12:03:38,clothing,T-Shirt,7,2,22,32948,Plastic,M,1.0,1,2021-10-25,1,None,Pantaloons,2024-04-25,Low,0,22,1,Monsoon,False,5,1
2019-12-08 09:01:15,electronics,Motherboard,13,113,1,87402885,Shelf,ATX,0.898,2,2020-01-01,60,Medium,Ashraf,2020-12-01,Semi Urgent,0,1,10,Winter,False,2,30
2019-09-19 17:07:55,food,Arla lactose free semi skimmed milk 1 litre,1,9,2,10675,Chiller,1 litre,0.912,1,2019-09-19,2,2,Allan Brothers,1999-11-02,High,0,2,1,Summer,True,18,1
2018-01-11 15:11:12,electronics,Sony 2.1CH Soundbar,49,68,2,40699174,Mixed,35.51 x 7.62 x 12.7 cm,3.26,1,2018-01-11,2,None,company,2022-07-19,A-Normal,0,2,5,Spring,False,67,3
2019-01-02 03:20:39,toys,Remote Control Car,5,3,1,7511837,Wooden shelf,17 x 7 x 5 in,0.249,2,2018-12-31,4,2-8,Supplier7,1900-01-01,1,2,1,4,Summer,False,38,49
2022-01-01 16:00:33,clothing,T-Shirt,200,43,1,11763351,Pallet,M,0.61,3,2022-01-01,174,Normal,Trade Links,2023-01-26,1,0,1,3,Spring,False,6,2
2020-08-17 03:33:26,food,Dosas,117,60,5,255947,Box,600 gram,0.6,0,2020-08-05,1,(null),Supplier_15,2020-08-22,1,0,5,1,Summer,False,4,24
2014-11-11 18:28:52,food,Cheese,18,5,36,23840848,Pallet rack,0.5kg (Small),0.5,4,2014-08-31,0,1,Supplier_1,1911-12-09,A-Normal,0,36,18,Fall,False,12,19
2019-04-14 12:55:00,food,White bread,29,26,20,30720,Pallet,1.5,5.2,44,2019-03-19,105,-20°C,Karim Mart,2019-05-22,High,0,129,7,Summer,False,6,10
2021-08-20 15:53:48,furniture,Sofa,54,21,1,25306,Rack,X-Large,50.0,1,2021-08-17,19,Cool,Supplier 3,2023-06-30,4,0,20,16,Summer,False,1,15
2023-02-03 13:16:40,clothing,Sweatshirt,117,252,1,24715,Rack,M,0.99,4,2023-01-20,52,32-40°C,Knitwear Manufacturer,2023-04-27,High,0,10,18,Summer,False,11,12
2016-08-03 02:51:51,toys,22783756277,354,1,1,22783756277,Pallet,15 X 10 X 18,2.0,2,2016-07-31,4,-20 to 60,Mapper,2022-04-02,Regular,0,3,23,Summer,False,0,11
2015-02-02 18:27:56,clothing,Wool Men's Sweater,321,4,1,1530581,rack,M,1.8,1,2015-01-12,19,cool,Cato Fashions,2016-01-10,A-Normal,0,19,13,Fall/Winter,False,1,4
2020-04-06 00:25:01,furniture,SOFA,63,201,20,96283175,Wooden shelves,2-Seater,43.0,2,2020-03-30,8,20°C,Supplier 2,2027-02-22,1,0,20,2,Summer,False,0,8
2018-07-07 17:51:07,electronics,Monitor,18,1,19,2660957,Rack,27,17.0,1,2018-07-07,5,Temperature required,Bestbuy,2021-02-07,High,0,19,12,Summer,True,13,30
2021-08-09 23:47:40,clothing,Sweatshirt,10,0,1,14365,Cabinet,large,0.157,1,2021-08-09,100,Cool,brand_1,1900-01-01,1,0,1,1,Summer,False,10,5
2019-09-11 11:14:11,food,ghee,17,24,23,141921,Shelf,1,3.0,2,1970-01-01,15,Cool,Supplier 1,2020-05-25,1,1,22,10,Spring,False,19,30
2016-04-26 18:01:02,clothing,T-Shirt,318,22,2,164978143,Standard,XL,0.182,1,2016-02-23,1,Normal,brand mart,1910-06-09,Normal,0,2,4,Spring,False,2,15
2019-06-12 10:10:55,furniture,Teak Coffee Table,20,9,2,76921,Pallet,Large,43.0,1,2019-04-22,6,No,FurnitureMart,2022-01-01,3,0,2,3,Summer,False,19,1
2019-04-09 06:25:59,electronics,Smartwatch,8,2,3,A8024,Pallet,Small,0.9,1,2019-03-24,1,None,Supplier-1,2020-11-24,A-Normal,0,3,10,Spring,False,5,120
2021-08-05 10:08:28,food,wagyu,24,3,1,228500171,Standard,1360g,0.62,1,2021-08-05,10,-20°C,The Meat Supplier,2021-03-27,High,0,5,3,year-round,False,13,30
2017-08-19 17:20:50,electronics,WD 2TB Elements Portable External Hard Drive,6,15,3,FNP39000141160006,SSD,2 TB,0.369,81,2017-08-19,10,Cooled,Microspace,1999-12-31,A-Normal,0,1,4,Summer,False,0,31
2022-07-29 09:41:33,furniture,Coffee Table,114,1,1,84816,Shelf,Medium,15.0,1,2022-07-29,10,Cool,Uniflair,1990-03-12,Not handlable,0,10,29,Summer,False,0,30
2020-01-05 12:55:00,clothing,Polo T-Shirt,21,107,10,81594,Wire Shelving,S,0.265,1,2020-01-05,4,No,Supplier 4,2021-01-05,C,0,10,21,Summer,False,1,84
2020-12-02 08:15:37,electronics,Honor Watch Magic,27,12,1,F010103,Regular,40mm,45.17,1,2020-12-01,1,(null),FOODOUTLET,1900-01-01,1,0,1,1,Summer,False,1,31
2017-12-01 23:19:06,clothing,Shirt,200,3,1,2646,Rack,XXL,0.8,1,2017-09-20,5,No temperature requirement,Fashion TV,2022-06-09,Average,0,8,2,Summer,False,12,12
2015-01-01 11:02:06,electronics,hand telephone,3,6,2,47517959,Standard,32 GB,143.36,5,2015-01-01,5,Cool,"Shanghai Bright Moon Trading Co., Ltd",2015-01-01,Average,0,5,15,Spring,False,2,28
2015-01-01 00:42:46,clothing,Pants,14,20,4,2836201,Wire rack,L,0.57,4,2015-01-01,4,Cool,supplier-1,2017-12-31,3,0,4,23,Spring,False,1,30
2018-03-15 18:14:46,clothing,Dress,300,7,1,3106352,Pallet,M,0.641,1,2018-03-15,4,Frozen,FoodCorp,2019-03-15,High,0,4,91,Spring\Summer,False,1,60
2021-08-11 21:50:39,electronics,monitor,1,4,1,221-6146,open shelf,27 inch,6.186,1,2022-03-11,2,Not temperature sensitive,Supplier 4,2022-12-31,High,0,16,12,Summer,False,14,1
2013-11-26 19:01:42,clothing,Shirt,231,1,1,INV0000002292,Open shelf,L,0.56,7,2013-11-26,2,No,Supplier 3,1990-10-03,Low,0,1,29,SUMMER,False,39,1
2022-11-09 11:31:49,food,Milk,101,3,1,28350931,Deep freezer,1L,0.99,1,2022-11-09,5,0,Supplier_1,1950-12-19,A-OK,0,5,8,Summer,False,4,14
2019-10-21 15:13:52,electronics,Nintendo Switch Gaming Console,123,22,2,2796099,Rack,10.4 cm x 18.8 cm x 3.4 cm,0.39,2,2020-11-28,10,No temperature requirement,Amazon,1900-01-01,high,0,2,2,Summer,False,3,60
2019-06-06 10:09:07,furniture,lounge chair,317,12,2,51894,open racking,Large,12.0,2,2019-06-06,5,None,V1,2022-12-15,Regular,0,2,9,Spring,False,10,144
2019-09-10 07:08:10,electronics,Keyboard,26,31,2,18642818,Shelf,Full-Size,1.4,1,2019-09-07,3,Cool,HCL,2024-03-05,Average,0,2,73,Summer,False,0,183
2018-10-24 16:24:00,food,Honey,3,1,46,1010101008,Paper box,Large,0.9,1,2018-09-26,51,cold,Gloria Foods,2018-12-27,1,2,45,1,Spring,False,91,1
2021-02-25 13:22:56,furniture,Coffee table,1,0,1,95657,Wooden,Medium,19.0,1,2021-02-03,2,Uncontrolled,Company C,2021-04-24,1,0,1,11,Fall,False,5,21
2022-05-11 11:36:59,food,smoked bacon,13,1,1,458,Rack,786 grams,0.786,5,2022-05-11,2,Cold,Supplier 3,2022-07-27,High,0,2,3,winter,False,2,10
2022-08-13 13:10:08,furniture,Sofa,310,1,2,1510003101,Open,Large,88.2,2,2022-08-12,10,Normal,Supplier1,2024-03-26,High,0,2,16,Summer,True,0,2
2021-09-27 21:01:42,toys,Galaxy D-2140,7,3,1,7130392456597,Shelf,3,0.1,1,2021-02-19,50,No temperature requirement,Toyland,1999-06-01,normal,0,1,7,fall,False,1,30
2014-03-13 20:45:54,electronics,Technology,145,19,2,60706,Shelf,Small,1.4,1,2014-03-13,11,Cold,Huawei products,2019-03-13,high,0,2,10,Spring,False,13,14
2014-03-15 19:40:43,food,Apple,149,27,2,7459604779,Pallet,1kg,0.9,5,2014-03-14,2,No requirement,Supplier_1,2014-04-14,1,0,2,1,Spring,False,0,2
2019-02-23 14:01:02,toys,Brio World Train Set,274,71,1,5720544,Pallet,Small,0.6,2,2019-02-23,4,Cool,Eurospar,1911-01-28,1,0,0,8,Winter,False,2,25
2021-06-24 15:24:30,clothing,shoe,1,1,6,G786,Shelf,26,0.92,1,2021-05-16,2,None,Melvin's Store,2023-05-01,1,0,6,12,Summer,False,1,120
2018-03-19 09:56:58,toys,My First 3 in 1 Learning Walkie Talkie,247,21,5,261567148,Bulk,12.7 x 18.3 x 17 cm,0.56,1,2018-02-14,5,0,Baby Empire,2022-06-20,High,0,5,3,Fall,False,16,14
2021-07-20 18:47:21,clothing,Tea Tree & Aloe Vera Body Lotion,22,12,2,2877606,Standard,M,0.261,1,2021-07-20,50,Refrigerated,Madhu Fabrics,2023-07-06,1,0,2,5,Spring,False,12,3
2023-02-18 13:01:00,clothing,Jacket,1,9,2,28072023021802,rack,M,0.925,2,2023-02-18,3,No temperature requirement,Supplier_1,2023-02-18,normal,0,2,10,Summer,False,2,30
2022-02-07 12:32:25,food,NATURAL ORGANIC SALT,4,886,3,20148938,Bulk,330g,0.33,1,2022-02-03,30,No temperature requirement,GREENSTAR FRESH FOODS,2022-03-07,A-Normal,0,3,5,NA,False,9,12
2022-12-22 12:40:23,clothing,Trousers,276,10,3,41645,Shelf,L,0.76,1,2022-10-10,10,No temperature required,supplier-2,1999-12-31,high,0,3,10,Fall/Winter,False,30,30
2022-11-20 11:53:41,food,Bread,2,3,24,1038,Cold Storage,Normal,1.1,2,2022-11-19,60,0,Supplier 1,2022-12-20,4,0,2,1,Winter,False,5,10
2020-10-25 17:41:34,clothing,Kids casual shoes,126,105,4,30405,palette,41,0.73,1,2020-10-25,20,Cool,Supplier_2,1984-04-01,A-Normal,0,4,11,SUMMER,True,1,20
2022-09-17 18:58:21,clothing,Dark blue women's shorts,12,9,10,13650,Static,38,0.59,1,2022-09-11,3,No,Zara,2019-12-31,1,0,1,4,Summer,False,11,6
2019-08-05 15:17:27,clothing,Casual Shirt,6,39,1,15823,Rack,M,0.6,5,2019-08-05,2,35.0,Supplier 1,2019-09-05,green,0,1,19,Summer,False,0,12
2017-04-01 11:48:00,toys,Toys,214,40,3,12345,Shelf,111x44x101mm,0.401,4,2016-08-01,1,no requirement,XYZ,2019-07-01,Normal,0,3,3,spring,False,4,23
2017-05-25 11:00:47,clothing,Dungaree,74,16,1,14607,open shelf,XL,0.506,7,2016-12-21,5,Cool,Supplier-1,1999-12-31,medium,0,1,4,Summer,False,1,28
2022-12-10 17:43:27,furniture,Wooden chair,112,3,1,3083,Rack,Medium,5.5,1,2022-12-10,1,No,House of Furniture,2022-12-31,high,0,1,3,Winter,False,0,30
2017-04-08 20:27:01,clothing,T-shirt,108,30,1,1539714,Cellular,M,0.74,7,2017-03-02,5,Cool,Supplier01,2018-01-01,1,0,1,7,Summer,True,11,8
2019-09-14 20:52:51,food,Coffee Beans,13,2,32,1920175,Wire,1kg,0.9,2,2018-08-03,100,15°C,Supplier 4,1906-06-25,High,1,31,1,Winter,False,1,2
2021-01-04 06:28:28,clothing,Polo Tee,2,5,15,322571,Racks,S,0.8,1,2020-12-05,1,Normal,Green,2021-10-05,normal,0,15,7,Summer,False,1,60
2018-08-01 06:36:46,food,Banana,19,1,20,206003422,Palette,Kg,1.3,3,2022-09-27,2,Chilled,G&amp;G,2022-09-28,Not Important,0,20,3,Spring,False,1,2
2018-09-20 07:56:50,furniture,Office Chair,102,16,1,FURN-001-002,Single,Medium,5.0,1,2018-08-09,42,Cool,Treasure Mart,1900-01-01,1,0,1,1,Spring/Summer,False,2,79
2019-04-29 13:47:00,clothing,Jacket,250,11,10,10947,Single,Medium,0.45,1,2019-04-29,7,20,Supplier-3,2019-01-01,Normal,0,10,2,Fall,False,0,15
2022-04-04 09:19:51,food,Pineapple,1,35,1,2831,Wire Basket,Medium,1.11,1,2022-04-04,50,Cool,KEA,2022-04-07,High,0,1,5,Spring Summer,False,1,15
2022-04-01 11:55:28,furniture,Chest of Drawers,18,1,1,126746,Shelf,Tall,25.0,2,2022-02-24,1,Not Temperature Sensitive,CHEERI,2025-03-31,average,0,1,89,Summer,False,3,28
2017-08-19 23:07:20,food,Peanut,9,4,10,72248816,Pallet,150g,0.15,1,2017-08-15,5,Cold,Zeus,2021-08-31,Normal,2,4,5,Summer,False,1,5
2018-08-15 20:55:26,food,Watermelon,11,3,265,179681665,Shelf,350g,0.322,1,2020-09-08,200,Chill,Supreme Fresh Fruits And Vegetables,2021-11-10,2,0,0,1,Summer,False,4,1
2022-04-15 00:22:36,clothing,Apple Watch Series 5 40mm GPS,10,13,2,52634,Pallet Rack,40mm,53.4,2,2022-04-05,1,15,Supplier 1,1900-01-01,high,0,2,2,Winter,False,3,12
2015-02-15 11:11:35,furniture,TABLOTTO DINING TABLE\nSHELL FINISH AND SHELL AND LEG COMBINED\nOVAL/CIRCLE\nSLAB LEG\n1500 MM\n1200 MM\n1200 MM,43,1,4,72785988,Normal,1500,48.95,2,2015-02-15,20,No,'HOMEBOX',2015-08-23,1,0,2,1,Summer,False,0,6
2021-04-05 10:13:35,electronics,HP Spectre x360 13-inch 2-in-1 Laptop - 8th Generation Intel Core i5-8250U Processor - 8GB Memory - 256GB Solid State Drive - Windows 10 Home,0,17,1,EAN_13_047174480715,Self,"13.3""",1.39,1,2021-03-25,10,Undefined,Microsoft Store,1900-01-01,Normal,0,1,14,Year-Round,False,7,5
2018-12-03 04:45:02,electronics,PS4,214,50,1,8745511,Open Shelf,large,4.5,1,2018-12-02,9,40,Temple Processing,1900-01-01,1,0,0,1,Winter,True,3,1
2022-05-13 12:33:03,furniture,Chair,1,2,17,CHAIR5600000002,Stationary,Small,3.1,5,2022-04-07,20,cold,Oak Hill,1993-10-14,normal,0,21,120,Summer,True,153,7
2019-11-09 11:25:32,clothing,Socks,1,101,4,INV011-00551,Standard,22×30,0.2,1,2019-10-15,100,Cool,Supplier18,1901-01-01,Normal,0,4,12,Summer,False,2,14
2018-10-02 18:30:21,toys,Toy Story 3,226,3,17,1430832,Wire Shelving,5 Years,0.242,1,2018-10-02,10,20,The Pioneer,2020-10-01,normal,0,17,5,winter,False,4,20
2020-05-09 12:01:00,food,sweet corn,2,1,19,9025912105081,shelf,400 g,0.375,1,2020-02-21,15,3,Supplier 1,2020-05-15,High,0,19,8,Summer,False,2,17
2021-08-28 01:36:15,clothing,cotton jeans,107,17,1,14499,Floor storage,M,0.45,1,2021-08-16,4,Cool,Supplier-1,2022-08-28,1,0,4,0,Summer,False,1,30
2021-09-05 07:57:04,clothing,Shirt,15,4,3,C0101-273-03-15-04,Wire Shelving,M,0.8,1,2021-09-05,6,no requirement,JZ,2021-11-26,Normal,0,3,5,Spring,False,1,120
2020-08-26 17:57:04,electronics,Powerbank,21,15,1,12423334,Rack,9000 mAh,153.0,1,2020-05-26,50,Cool,Generic,2021-04-20,1,0,0,2,Spring,False,1,10
2022-02-04 05:37:22,furniture,Chair,3,10,4,10913,open shelves,Medium,11.0,3,2022-02-04,4,Cool,Supplier_3,2022-03-07,normal,0,4,22,spring,False,1,28
2016-03-07 01:36:42,clothing,men's suit,52,2,2,2406488,in-rack,M,1.4,2,2016-02-20,1,30,Innominate,2016-03-13,2,0,2,2,Spring,False,0,90
2022-07-05 15:55:47,furniture,Futon,2,1,2,S-F-T-001,Warehouse,King,13.5,21,2022-06-28,3,Cold,Samson,1958-06-15,High,0,2,4,Summer,False,18,30
2020-03-10 09:46:36,electronics,Waterproof Case for iPhone 11 / 11 Pro / 11 Pro Max / XR / XS / XS Max / X / 8 / 7,1,11,4,IPX-9840,Box,XS,0.022,2,2020-03-10,3,No temperature requirement,Supplier 1,2020-12-31,High,0,4,2,Spring,False,61,30
2019-05-14 13:23:23,clothing,Skinny Jeans,148,6,1,13021828,Wire racks,38,0.9356,2,1993-02-03,6,Refrigeration Not Required,Supplier 5,1993-02-03,A-Normal,0,1,1,Fall,False,1,14
2020-04-06 21:43:12,clothing,Short sleeve t-shirt,47,143,1,50248531,Pallet,Large,0.61,6,2020-04-06,10,Cool,Amazon Business,2021-02-26,1,0,2,2,Spring,False,13,5
2022-02-14 09:38:45,food,Pasta,11,9,15,24209100,Warehouse,500 grams,0.5,3,2022-02-14,100,Cool,Supplier-2,2022-05-28,High,1,14,2,Autumn,False,5,15
2018-04-20 15:45:10,electronics,Bluetooth 4.0 Mouse,4,71,1,33274740,Open pallets,Medium,0.114,1,2018-04-20,1,No Temperature,Taipei,1912-12-31,High,0,1,11,Summer,False,13,14
2022-01-03 14:35:09,clothing,Trousers,3,3,25,4400023900074,Pallet,L,1.3,1,2022-01-01,2,No temperature requirement,SUPPLIER-1,1911-01-01,High,0,25,3,Spring/Summer,False,42,25
2021-02-02 18:08:05,electronics,"Pioneer SX-1030BT 50W 5.25"" 3-Way Speakers",330,33,2,1056026,Self,"12""",2.8,1,2021-02-02,5,0,MIS,2021-09-02,1,0,2,18,Summer,False,30,7
2019-11-20 18:02:37,clothing,women's t-shirt,1,1,2,13B1K,Single,M,0.31,1,2019-10-05,5,None,C&A,1999-01-31,1,0,2,10,autumn,False,2,1
2020-04-26 16:42:52,food,Coffee,1,156,1,105061,Shelf,200 g,0.2,4,2020-04-26,30,-5,Supplier7,2021-04-26,Normal,0,29,4,Spring,False,0,15
2021-08-24 06:20:46,food,Black Tiger Shrimp,41,2,1,2100293605,refrigerated,500 Grams,0.5,1,2021-08-24,1,0,Emmi AG,2021-09-28,normal,0,1,14,Summer,False,22,14
2018-09-01 05:51:01,toys,Toy,108,1,6,3050101014143,Shelf,Normal,1.2,1,2018-03-17,5,No temperature requirement,Supplier-1,2021-09-30,Yes,0,6,10,Winter,False,0,2
2022-02-21 17:49:53,toys,Nerf N-Strike Elite Rapidstrike CS-18 Blaster,1,11,11,847578311,Shelf,Medium,0.65,1,2022-01-17,5,No temperature requirement,Supplier-1,2025-12-02,1,0,11,3,Spring,False,1,7
2021-07-02 23:30:46,electronics,Bosch wall mount 40 inch TV,3,11,1,7225001172440,shelf,40 inch,16.0,9,2021-07-02,4,No temperature requirement,Sales,2022-10-29,Average,0,1,0,Year Round,False,6,21
2021-04-06 16:30:06,furniture,Office Furniture,197,1,4,28565315,rack,Small,29.4,4,2021-02-12,50,Cool,Supplier-1,2020-04-06,Average,0,4,12,Spring,False,148,9
2021-11-18 20:08:10,clothing,Hush Puppies for Men Grey Formal Shoes(Size 9),3,7,6,36789,Shelf,9,1.3,9,2021-11-18,1,Cold Storage,1,1925-12-31,Medium,0,6,12,Winter,False,107,28
2019-11-04 06:57:36,electronics,Nokia 6105i,1,1,1,8125781,Shelf,2G,0.178,7,2019-11-02,5,None,HCL Franchisee,2022-11-04,High,0,1,3,Spring,False,7,60
2017-08-16 17:12:00,toys,BATMAN LARGE,161,18,3,1671,Plastic_containers,Large,0.63,1,2017-08-09,1,15,Ajanta Toys,2019-06-16,2,0,3,0,Winter,False,23,24
2019-11-25 09:37:29,toys,Trucks,139,38,2,45462,pallet,27.5 cm,0.45,1,2019-11-25,1,32°F-46°F,LEGO,1999-01-10,A,0,2,0,Winter,False,17,1
2020-06-27 15:13:14,food,Fresh veg-green beans,1,9,11,448,Cooled,200 g,0.16,1,2020-06-15,5,0,Fresh Mart,2020-07-04,High,0,11,1,Summer,False,11,7
2018-03-13 13:03:00,food,Biscuit,205,14,12,15881,Pallet,800g,0.8,2,2017-06-17,500,Cool,Products (PVT) LTD.,2019-06-21,1,0,12,27,Summer,False,2,120
2021-03-15 15:08:34,electronics,Electronics,229,204,1,145,Wire Rack,Large,2.7,1,2021-02-26,2,Cool,Nortel,1946-12-31,A-Normal,0,1,5,Spring,False,1,1
2017-07-14 13:55:23,clothing,Men's T-shirts,347,2,14,13995994,Shelf,XL,0.72,1,2017-07-12,10,Cool,Casual Mart,2019-07-12,1,0,14,4,Spring,False,4,14
2019-09-01 14:14:05,food,Eggs,16,4,2,egg-20190821223907-1092,Different,Pack of 10,1.2,1,2019-09-01,10,4,egg-20190821223907-1092,2019-09-23,1,0,10,11,Fall,False,15,180
2022-06-15 13:28:33,food,sugar,2,19,2,231410359,Fifo,1kg,1.0,1,2022-04-25,3,cool,Supplier_1,2024-06-29,not_frequent,0,12,4,Summer,False,1,30
2021-08-15 19:42:29,clothing,Trousers,179,1,2,167041,Shelf,L,0.625,0,2021-08-12,10,Normal,New York,2021-08-22,Normal,0,1,12,Summer,False,82,4
2021-10-06 13:03:23,furniture,Sofa,1,4,134,TA1019090601,Cabinet,Medium,74.9,1,2021-09-23,350,cool,Sofa World,2022-05-21,0,0,134,3,Summer,False,2,30
2021-03-12 22:00:36,clothing,Sweatshirt,3,1,12,20000234,Pallet,L,0.521,3,2021-03-07,10,Cool,Supplier 1,2021-09-07,Normal,0,12,11,Spring,False,5,60
2019-04-16 08:57:10,food,Yellowfin whiting fillets,5,21,14,3152082,Refrigerator,1 kg,0.3,1,2019-04-15,1,0,Supplier 4,2019-06-10,Average,0,14,5,Spring,False,0,21
2021-01-01 14:03:41,furniture,Mahogany Wooden Chest,1,14,1,29325,Wooden cabinet,Three Drawer,2.8,3,2021-01-01,6,20,Supplier_20,2022-01-01,1,0,1,12,Summer,False,1,2
2018-01-01 06:30:17,clothing,Elastic Waistband Bottoms,111,28,1,139942,Shelf,X-Small,0.34,3,2018-07-07,7,15-25,Jumping Jacks,2020-04-06,A-Normal,0,2,0,Spring/Summer,False,3,90
2019-04-29 17:10:13,food,Rice,7,1,2,969216826,bin,5kg,4.19,1,2019-04-28,10,temperature required,Lavasa,1903-06-27,Not Priority,0,2,10,Summer,False,2,1
2022-07-21 00:40:03,electronics,Headphone,12,4,7,9574001729001,Shelf,Regular,0.706,5,2022-07-14,5,No temperature requirement,GoldenPalm,2022-08-07,1,0,7,15,Spring,True,3,31
2021-07-10 13:59:47,furniture,couch,1,1,28,1100000001082,Shelf,L,78.0,6,2021-06-03,30,None,Supplier-1,1970-01-01,B,0,28,1,Spring,False,7,12
2022-02-01 11:24:36,toys,Lego,0,3,1,111718328,Box,Small,0.117,1,2022-02-01,1,No temperature requirement,CPO Company 2,2023-07-01,A,0,1,3,Summer,False,4,30
2016-01-05 17:34:36,clothing,T-shirt,23,5,24,3470578,Bin,M,0.95,1,2016-02-21,12,0,Supplier0,2018-03-23,0,0,24,32,Fall,False,35,30
2022-05-14 21:17:20,food,Biscuit,4,8,3,1744,Metal Shelf,210 g,0.209,4,2022-05-11,40,3,Supplier 3,1940-05-04,1,1,3,74,All Year,True,16,12
2014-02-27 23:30:26,clothing,Shoes for men,25,17,5,7297847565324,Bin,43,0.622,1,2014-02-27,1,No,Supplier1,2017-06-25,1,0,4,2,Fall,False,74,14
2019-05-01 23:21:03,food,Milk,20,95,2,7305363003161,Pallet,200 ml,0.25,4,2021-06-12,3,cold,Supr Daily,1902-11-25,2,0,2,10,Summer,False,2,14
2022-07-20 10:40:52,furniture,Bed,202,22,1,20220720104052136614,Crate,M,20.0,2,2022-07-08,12,Uncontrolled,Spaarti,2024-01-01,2,0,1,1,Fall/Winter,False,1,1
