Timestamp,Category,Product_Name,Room_No,Row_No,Product_Count,Item_ID,Storage_Type,Product_Size,Weight_kg,Access_Frequency,Last_Accessed,Stock_Threshold,Temperature_Requirement,Supplier_Name,Expiration_Date,Handling_Priority,Date,Units_Sold,Stock_On_Hand,Restock_Lead_Time_Days,Season,Promotion_Active,Supplier_Delay_Days,Forecast_Window
2025-03-20 13:40:05,Toys,Doll,Room-6,Row-G,12,887ec7f2,Pallet,Large,19.82,5,2025-04-11 02:26:19,6,None,"Guerrero, Rice and Silva",,Medium,2025-03-20 13:40:05,16,0,4,Spring,1,4,7
2025-04-01 01:55:40,Furniture,Chair,Room-3,Row-C,16,c4f019e3,Shelf,Small,0.46,63,2025-04-10 13:01:12,10,None,Williams LLC,,Medium,2025-04-01 01:55:40,0,14,9,Spring,1,0,14
2025-03-21 02:14:56,Food,Apple,Room-5,Row-G,16,ae903a58,Shelf,Small,0.24,5,2025-04-10 19:53:39,13,Refrigerated,Oliver Inc,2025-04-12 02:14:56,Low,2025-03-21 02:14:56,43,0,1,Spring,0,3,14
2025-03-14 14:36:36,Furniture,Cupboard,Room-10,Row-H,15,262a4250,Cold Storage,Small,1.07,45,2025-04-09 00:22:05,8,None,"Miller, Wolf and Harper",,Medium,2025-03-14 14:36:36,47,0,8,Spring,0,2,30
2025-04-04 04:23:08,Furniture,Bed,Room-9,Row-F,18,75588f9e,Cold Storage,Small,1.26,74,2025-04-08 18:24:09,13,None,"Wright, Dyer and Johnson",,Medium,2025-04-04 04:23:08,13,10,14,Spring,1,2,14
2025-04-05 14:20:58,Electronics,TV,Room-8,Row-B,1,dffe8b58,Cold Storage,Medium,9.58,16,2025-04-07 22:55:21,10,None,"David, Sullivan and Camacho",,Low,2025-04-05 14:20:58,41,0,14,Spring,0,2,14
2025-04-05 02:09:51,Toys,Doll,Room-6,Row-C,7,5a900abe,Pallet,Medium,3.95,82,2025-04-12 05:40:43,15,None,Valdez-Robinson,,Medium,2025-04-05 02:09:51,46,0,13,Spring,0,0,7
2025-03-14 16:38:13,Toys,Blocks,Room-7,Row-J,16,72360e49,Pallet,Small,0.81,25,2025-04-10 21:56:36,13,None,Perry Group,,Medium,2025-03-14 16:38:13,12,2,13,Spring,0,2,30
2025-03-24 22:58:56,Furniture,Cupboard,Room-2,Row-A,17,ddee227e,Pallet,Large,39.71,49,2025-04-12 02:09:30,9,None,Villegas Inc,,Medium,2025-03-24 22:58:56,19,0,14,Spring,0,1,30
2025-04-04 00:06:46,Toys,Puzzle,Room-4,Row-D,8,5d3c59c3,Cold Storage,Medium,8.3,86,2025-04-10 07:30:37,9,None,Whitehead Inc,,Medium,2025-04-04 00:06:46,24,0,2,Spring,1,4,7
2025-04-07 17:11:43,Clothing,Jacket,Room-6,Row-J,14,a722afa0,Bin,Medium,7.54,80,2025-04-11 17:20:47,13,None,Wyatt-Thompson,,Medium,2025-04-07 17:11:43,44,0,14,Spring,0,3,7
2025-04-04 14:42:12,Furniture,Table,Room-3,Row-E,17,c6e1d01a,Bin,Large,23.88,80,2025-04-08 17:41:25,7,None,Johnson and Sons,,Medium,2025-04-04 14:42:12,15,2,1,Spring,1,1,30
2025-04-10 20:42:04,Clothing,T-Shirt,Room-6,Row-B,2,874a3a45,Pallet,Medium,6.61,75,2025-04-12 01:41:08,13,None,Campbell-Gutierrez,,Medium,2025-04-10 20:42:04,15,0,5,Spring,1,2,7
2025-03-31 18:53:27,Electronics,TV,Room-3,Row-J,15,c0a127dc,Cold Storage,Small,1.56,74,2025-04-07 23:44:24,6,None,Valdez Ltd,,Low,2025-03-31 18:53:27,48,0,11,Spring,0,3,30
2025-04-03 09:17:04,Clothing,Jacket,Room-3,Row-J,5,c46ddf80,Cold Storage,Large,35.11,53,2025-04-11 15:05:43,5,None,"Ibarra, Love and Green",,Medium,2025-04-03 09:17:04,26,0,5,Spring,0,0,14
2025-03-15 08:58:43,Electronics,Tablet,Room-6,Row-F,19,ef636b70,Bin,Medium,5.12,52,2025-04-10 14:23:45,6,None,Clarke LLC,,High,2025-03-15 08:58:43,33,0,11,Spring,1,1,14
2025-04-02 05:20:48,Toys,Doll,Room-5,Row-B,14,05ece924,Cold Storage,Large,24.81,48,2025-04-09 15:50:12,15,None,"Hamilton, Stanley and Blanchard",,Medium,2025-04-02 05:20:48,3,8,9,Spring,1,1,30
2025-03-26 08:06:18,Electronics,TV,Room-6,Row-D,4,51c74890,Bin,Medium,6.74,70,2025-04-11 02:21:56,14,None,"Buchanan, Flores and Schwartz",,Low,2025-03-26 08:06:18,30,0,5,Spring,1,2,14
2025-03-14 14:56:12,Electronics,Laptop,Room-4,Row-D,1,2022a08e,Shelf,Small,1.85,99,2025-04-10 22:58:48,5,None,Vazquez-Owens,,Medium,2025-03-14 14:56:12,12,0,3,Spring,0,3,7
2025-03-17 06:55:59,Furniture,Sofa,Room-2,Row-J,7,d2adb22a,Shelf,Small,1.53,8,2025-04-08 19:20:40,15,None,"Banks, Scott and Cox",,Medium,2025-03-17 06:55:59,0,12,2,Spring,0,2,14
2025-03-16 22:10:10,Food,Apple,Room-10,Row-E,13,153e4819,Shelf,Medium,4.9,14,2025-04-11 12:59:08,7,Refrigerated,Hale-Lindsey,2025-04-01 22:10:10,Low,2025-03-16 22:10:10,23,0,8,Spring,0,3,7
2025-04-05 23:29:06,Food,Apple,Room-9,Row-C,11,bba7db8c,Shelf,Large,30.02,12,2025-04-11 11:48:06,8,Refrigerated,Munoz-Gutierrez,2025-04-13 23:29:06,High,2025-04-05 23:29:06,25,0,4,Spring,0,1,7
2025-03-18 17:42:14,Clothing,Shirt,Room-7,Row-F,18,d046cbcd,Pallet,Large,46.46,59,2025-04-08 20:46:35,12,None,Bennett-Cooley,,Medium,2025-03-18 17:42:14,9,15,4,Spring,0,1,7
2025-03-30 12:01:42,Furniture,Cupboard,Room-3,Row-A,13,ee8f179e,Cold Storage,Small,1.81,82,2025-04-12 02:54:20,15,None,"Collins, Turner and Williams",,Medium,2025-03-30 12:01:42,42,0,11,Spring,1,3,14
2025-03-20 15:31:59,Clothing,Shirt,Room-2,Row-J,10,3848c96a,Bin,Large,14.03,80,2025-04-09 21:31:49,13,None,Herrera PLC,,Medium,2025-03-20 15:31:59,40,0,8,Spring,0,2,30
2025-03-31 01:51:41,Food,Bread,Room-9,Row-A,9,00e25683,Cold Storage,Small,1.2,65,2025-04-07 19:22:39,9,Refrigerated,Montgomery Group,2025-04-16 01:51:41,High,2025-03-31 01:51:41,38,0,1,Spring,1,1,30
2025-03-26 11:51:28,Furniture,Table,Room-3,Row-J,17,c12a5917,Cold Storage,Medium,9.68,23,2025-04-09 09:23:12,7,None,Robinson Ltd,,Medium,2025-03-26 11:51:28,42,0,14,Spring,1,2,30
2025-03-22 10:25:53,Food,Apple,Room-9,Row-F,11,c12efc4c,Pallet,Medium,3.74,75,2025-04-08 12:46:21,10,Refrigerated,Jimenez and Sons,2025-03-27 10:25:53,High,2025-03-22 10:25:53,16,0,11,Spring,1,1,14
2025-04-02 04:56:21,Clothing,T-Shirt,Room-9,Row-F,13,6b1827f0,Bin,Small,0.68,40,2025-04-12 07:08:29,5,None,Ashley-Shah,,Medium,2025-04-02 04:56:21,26,0,11,Spring,0,3,30
2025-04-12 07:08:54,Food,Milk,Room-9,Row-I,13,ff66be29,Pallet,Large,24.35,72,2025-04-07 15:22:51,11,Refrigerated,Sullivan Ltd,2025-05-01 07:08:54,Low,2025-04-12 07:08:54,40,0,5,Spring,0,2,7
2025-03-28 23:58:35,Food,Bread,Room-8,Row-E,12,1043a236,Cold Storage,Medium,2.25,14,2025-04-11 17:21:03,12,Refrigerated,Thompson LLC,2025-04-17 23:58:35,Medium,2025-03-28 23:58:35,23,0,8,Spring,0,1,14
2025-03-18 21:37:13,Electronics,TV,Room-3,Row-D,19,b4698c14,Cold Storage,Small,1.05,25,2025-04-08 18:27:34,11,None,"James, Meyer and Leonard",,High,2025-03-18 21:37:13,39,0,13,Spring,0,3,7
2025-04-04 21:34:36,Furniture,Cupboard,Room-8,Row-H,4,1a993ed4,Cold Storage,Medium,5.66,59,2025-04-11 12:22:39,8,None,"Beard, Fitzgerald and Foster",,Medium,2025-04-04 21:34:36,4,1,4,Spring,0,4,14
2025-03-20 21:05:30,Food,Bread,Room-8,Row-C,2,d1b4661c,Pallet,Medium,4.05,50,2025-04-08 21:46:14,8,Refrigerated,"Ryan, Anderson and Johnson",2025-04-18 21:05:30,High,2025-03-20 21:05:30,11,0,10,Spring,1,3,7
2025-04-03 15:51:01,Furniture,Table,Room-3,Row-I,17,b3aaac3d,Cold Storage,Large,42.39,94,2025-04-10 20:15:12,7,None,Nelson Ltd,,Medium,2025-04-03 15:51:01,40,0,6,Spring,1,2,7
2025-03-21 09:48:12,Electronics,Smartphone,Room-7,Row-D,8,6da9dd4d,Bin,Large,18.01,25,2025-04-09 14:11:12,6,None,Wilson LLC,,High,2025-03-21 09:48:12,34,0,6,Spring,0,1,7
2025-03-24 12:48:59,Clothing,Jacket,Room-4,Row-D,12,6fa65463,Cold Storage,Medium,5.76,16,2025-04-08 00:33:15,15,None,Owens PLC,,Medium,2025-03-24 12:48:59,47,0,9,Spring,0,2,30
2025-03-29 05:46:07,Electronics,Laptop,Room-5,Row-J,12,b4df3665,Shelf,Large,14.23,61,2025-04-12 01:52:46,9,None,Tran Ltd,,Low,2025-03-29 05:46:07,27,0,13,Spring,1,3,7
2025-04-09 20:43:02,Toys,Car,Room-6,Row-G,4,474835ec,Bin,Medium,5.09,27,2025-04-09 21:15:52,9,None,Young LLC,,Medium,2025-04-09 20:43:02,38,0,12,Spring,1,4,30
2025-03-20 12:26:04,Toys,Puzzle,Room-1,Row-H,17,9c8964c6,Shelf,Medium,6.32,65,2025-04-10 10:14:29,9,None,Schwartz-Davis,,Medium,2025-03-20 12:26:04,0,23,5,Spring,0,3,30
2025-03-24 00:12:29,Clothing,Shirt,Room-4,Row-H,11,726bee8f,Cold Storage,Large,34.54,24,2025-04-07 20:25:33,6,None,"Robinson, Rivera and Craig",,Medium,2025-03-24 00:12:29,18,0,1,Spring,0,3,7
2025-03-26 02:07:10,Food,Eggs,Room-1,Row-F,15,4e729186,Pallet,Large,14.67,39,2025-04-10 15:35:27,12,Refrigerated,"Duke, Fuller and Glover",2025-04-08 02:07:10,Medium,2025-03-26 02:07:10,45,0,9,Spring,0,2,7
2025-04-04 17:03:47,Clothing,Jeans,Room-4,Row-I,6,bcdab4ab,Pallet,Medium,4.38,75,2025-04-09 03:24:32,15,None,"Reid, Williams and Acevedo",,Medium,2025-04-04 17:03:47,15,0,3,Spring,0,4,30
2025-04-05 14:20:04,Electronics,Laptop,Room-4,Row-A,8,84b691ac,Bin,Large,40.79,85,2025-04-11 16:22:05,8,None,Sanders-Jimenez,,High,2025-04-05 14:20:04,6,0,14,Spring,0,4,30
2025-04-11 04:25:41,Furniture,Bed,Room-3,Row-D,14,ebcc4207,Shelf,Medium,9.46,6,2025-04-08 20:16:45,15,None,Wells-Faulkner,,Medium,2025-04-11 04:25:41,24,0,5,Spring,1,3,14
2025-04-02 08:32:32,Food,Bread,Room-8,Row-J,2,14d68f47,Cold Storage,Large,25.46,16,2025-04-10 20:26:11,14,Refrigerated,Blackburn and Sons,2025-04-29 08:32:32,High,2025-04-02 08:32:32,45,0,13,Spring,0,4,30
2025-04-03 17:21:39,Toys,Doll,Room-2,Row-H,19,507fe39b,Pallet,Medium,7.44,52,2025-04-10 21:50:51,11,None,"Allen, Morris and Lopez",,Medium,2025-04-03 17:21:39,27,0,12,Spring,1,1,14
2025-03-20 09:18:20,Clothing,Shirt,Room-10,Row-F,18,9d34c3d7,Cold Storage,Large,48.39,51,2025-04-10 23:26:15,10,None,"Vasquez, Foley and Flores",,Medium,2025-03-20 09:18:20,48,0,12,Spring,1,2,7
2025-04-03 19:27:20,Electronics,Tablet,Room-7,Row-D,7,229e74a5,Bin,Medium,4.23,13,2025-04-07 22:07:31,7,None,Orr PLC,,High,2025-04-03 19:27:20,14,0,8,Spring,0,0,30
2025-04-01 07:38:49,Toys,Puzzle,Room-4,Row-I,13,7b824f67,Pallet,Large,31.32,29,2025-04-11 12:59:37,7,None,"Peterson, Chang and Berg",,Medium,2025-04-01 07:38:49,26,0,1,Spring,1,2,30
2025-04-05 06:19:47,Clothing,Jeans,Room-9,Row-H,16,79e3dc75,Bin,Medium,8.12,9,2025-04-11 21:22:20,5,None,"Harris, Parker and Jones",,Medium,2025-04-05 06:19:47,14,10,2,Spring,1,0,7
2025-04-09 02:11:12,Clothing,Dress,Room-6,Row-H,20,7b0f789d,Bin,Large,28.27,95,2025-04-07 20:12:37,15,None,Gates-Carey,,Medium,2025-04-09 02:11:12,15,9,14,Spring,0,2,7
2025-03-27 03:51:24,Toys,Lego,Room-9,Row-G,3,b75b3e0e,Cold Storage,Large,33.51,59,2025-04-11 14:32:12,7,None,Chambers-Fitzpatrick,,Medium,2025-03-27 03:51:24,49,0,10,Spring,1,1,30
2025-04-12 00:14:55,Furniture,Cupboard,Room-8,Row-A,20,bbb5948e,Bin,Small,0.49,62,2025-04-10 18:49:00,8,None,Morales-Blackwell,,Medium,2025-04-12 00:14:55,46,0,11,Spring,1,3,14
2025-03-22 00:42:31,Clothing,Dress,Room-2,Row-A,7,ad07430e,Bin,Large,44.68,32,2025-04-11 15:38:01,15,None,Casey and Sons,,Medium,2025-03-22 00:42:31,39,0,13,Spring,0,3,30
2025-03-26 15:43:13,Electronics,Laptop,Room-2,Row-E,4,14ddb5f1,Cold Storage,Small,0.5,4,2025-04-07 14:33:48,10,None,"Patterson, Lamb and Fisher",,High,2025-03-26 15:43:13,23,0,8,Spring,1,0,14
2025-04-12 07:52:39,Food,Bread,Room-3,Row-I,10,42cd0049,Shelf,Small,1.41,3,2025-04-09 20:43:50,5,Refrigerated,"Moore, Day and Malone",2025-05-09 07:52:39,Low,2025-04-12 07:52:39,3,11,1,Spring,0,3,30
2025-04-04 23:15:16,Furniture,Sofa,Room-9,Row-H,5,328bf3aa,Pallet,Medium,8.13,42,2025-04-11 01:04:10,12,None,Wilcox Ltd,,Medium,2025-04-04 23:15:16,34,0,10,Spring,1,3,14
2025-03-31 09:35:06,Furniture,Cupboard,Room-8,Row-E,15,879594c9,Bin,Medium,6.4,79,2025-04-10 18:27:13,5,None,Saunders-Villa,,Medium,2025-03-31 09:35:06,47,0,3,Spring,0,0,30
2025-03-21 22:28:03,Clothing,Shirt,Room-10,Row-F,14,f82ef68a,Pallet,Large,29.1,45,2025-04-08 05:58:26,5,None,Price-Evans,,Medium,2025-03-21 22:28:03,17,6,6,Spring,0,3,30
2025-03-16 14:18:57,Furniture,Bed,Room-10,Row-E,7,9f96b3a3,Pallet,Large,40.21,8,2025-04-09 13:06:38,9,None,Rice Inc,,Medium,2025-03-16 14:18:57,43,0,14,Spring,0,0,30
2025-04-09 00:32:20,Toys,Car,Room-10,Row-D,16,3b98eb1e,Shelf,Small,0.36,6,2025-04-08 07:22:54,13,None,Robbins-Roth,,Medium,2025-04-09 00:32:20,44,0,10,Spring,1,3,7
2025-03-14 19:40:15,Furniture,Table,Room-2,Row-E,15,a31737dd,Shelf,Large,17.44,86,2025-04-10 01:58:48,6,None,Andrews-Collins,,Medium,2025-03-14 19:40:15,2,8,2,Spring,0,3,30
2025-04-06 02:48:45,Clothing,Dress,Room-1,Row-E,11,aafb8864,Cold Storage,Medium,8.35,47,2025-04-08 04:32:46,7,None,Wu-Salazar,,Medium,2025-04-06 02:48:45,8,8,12,Spring,0,1,14
2025-04-03 00:03:25,Clothing,Jacket,Room-1,Row-F,6,c547e8be,Shelf,Small,1.4,69,2025-04-11 08:45:30,6,None,Hill-Weaver,,Medium,2025-04-03 00:03:25,44,0,1,Spring,1,1,14
2025-04-11 17:44:39,Electronics,Laptop,Room-5,Row-H,8,728d47e3,Pallet,Large,32.99,73,2025-04-09 23:23:35,15,None,Nixon-Miller,,Low,2025-04-11 17:44:39,29,0,10,Spring,0,3,7
2025-03-17 22:48:12,Furniture,Cupboard,Room-7,Row-D,2,7a6f9d6a,Shelf,Large,41.7,12,2025-04-08 05:50:51,9,None,"Schultz, Stanley and Garcia",,Medium,2025-03-17 22:48:12,13,0,7,Spring,0,3,14
2025-04-11 09:56:38,Furniture,Sofa,Room-7,Row-C,3,3be0574b,Pallet,Small,0.43,93,2025-04-08 05:00:21,8,None,Miller-Young,,Medium,2025-04-11 09:56:38,13,0,7,Spring,1,1,14
2025-04-01 06:36:51,Furniture,Chair,Room-7,Row-D,11,b2cda8e7,Cold Storage,Medium,3.28,80,2025-04-11 08:50:24,13,None,Brock Inc,,Medium,2025-04-01 06:36:51,5,16,10,Spring,1,0,7
2025-03-24 00:23:34,Furniture,Sofa,Room-10,Row-H,8,7c443170,Shelf,Medium,4.64,17,2025-04-12 10:39:02,11,None,Dunlap PLC,,Medium,2025-03-24 00:23:34,39,0,8,Spring,1,3,30
2025-04-03 02:58:40,Food,Milk,Room-1,Row-A,15,fec57543,Cold Storage,Large,16.95,70,2025-04-11 13:53:28,9,Refrigerated,"Smith, Lambert and Smith",2025-04-27 02:58:40,Low,2025-04-03 02:58:40,7,7,4,Spring,0,4,14
2025-03-24 06:33:13,Electronics,Smartphone,Room-10,Row-F,13,352fccc8,Cold Storage,Medium,9.84,69,2025-04-09 09:59:36,6,None,Crawford Ltd,,Low,2025-03-24 06:33:13,8,4,11,Spring,0,3,7
2025-04-02 20:53:50,Food,Bread,Room-4,Row-F,14,bbf5de3a,Bin,Small,1.13,75,2025-04-10 11:33:24,15,Refrigerated,Wood-Orozco,2025-04-23 20:53:50,High,2025-04-02 20:53:50,46,0,3,Spring,1,3,7
2025-03-20 02:52:13,Food,Milk,Room-1,Row-G,3,d2911ae4,Shelf,Large,18.47,82,2025-04-11 07:21:20,12,Refrigerated,Williams and Sons,2025-04-04 02:52:13,Medium,2025-03-20 02:52:13,30,0,10,Spring,1,2,30
2025-04-07 22:16:22,Food,Milk,Room-3,Row-D,11,8d35d94d,Bin,Medium,6.9,32,2025-04-12 00:47:55,7,Refrigerated,"Medina, Parrish and Mcbride",2025-04-21 22:16:22,Medium,2025-04-07 22:16:22,0,21,6,Spring,1,0,7
2025-04-01 14:15:08,Toys,Car,Room-10,Row-C,16,7fbdde8c,Pallet,Medium,6.41,31,2025-04-08 12:20:52,8,None,Morgan-Ward,,Medium,2025-04-01 14:15:08,26,0,9,Spring,0,2,14
2025-04-09 12:41:51,Furniture,Chair,Room-4,Row-B,4,a80f6c59,Shelf,Large,46.95,56,2025-04-12 09:20:40,8,None,Medina-Hoffman,,Medium,2025-04-09 12:41:51,15,0,1,Spring,0,1,7
2025-03-23 19:29:45,Toys,Puzzle,Room-9,Row-D,15,bec9c8a0,Cold Storage,Small,1.94,3,2025-04-11 17:34:55,11,None,"Smith, Moore and Allen",,Medium,2025-03-23 19:29:45,29,0,10,Spring,1,3,30
2025-03-19 14:41:56,Food,Apple,Room-10,Row-B,20,fd9816e3,Shelf,Large,42.76,59,2025-04-11 20:59:10,14,Refrigerated,Gonzalez-Davis,2025-03-25 14:41:56,Low,2025-03-19 14:41:56,5,22,11,Spring,1,4,14
2025-03-29 11:59:00,Food,Milk,Room-1,Row-C,12,9206b4f9,Shelf,Large,47.58,28,2025-04-08 15:26:25,9,Refrigerated,Turner-Myers,2025-04-20 11:59:00,Low,2025-03-29 11:59:00,9,7,10,Spring,1,4,7
2025-03-28 04:16:47,Furniture,Table,Room-4,Row-J,1,b91a5d1e,Bin,Small,0.3,5,2025-04-08 19:32:14,13,None,Robinson-Murray,,Medium,2025-03-28 04:16:47,4,0,7,Spring,0,4,7
2025-03-21 00:10:31,Food,Eggs,Room-10,Row-J,5,dd608bea,Pallet,Medium,7.1,50,2025-04-10 00:04:41,12,Refrigerated,Salinas PLC,2025-04-11 00:10:31,High,2025-03-21 00:10:31,43,0,10,Spring,0,4,30
2025-03-16 01:18:57,Electronics,Smartphone,Room-1,Row-E,17,d2b566b9,Shelf,Large,16.74,75,2025-04-08 06:50:27,8,None,Adkins LLC,,High,2025-03-16 01:18:57,28,0,1,Spring,0,0,30
2025-03-22 19:30:44,Food,Milk,Room-9,Row-F,6,d7e0a4a8,Pallet,Large,27.96,29,2025-04-08 12:24:26,10,Refrigerated,"Nelson, Jones and Walker",2025-03-29 19:30:44,Low,2025-03-22 19:30:44,33,0,5,Spring,1,4,30
2025-04-09 00:48:01,Toys,Lego,Room-8,Row-D,13,650136e5,Pallet,Large,38.38,58,2025-04-09 10:58:02,9,None,Lang-Keller,,Medium,2025-04-09 00:48:01,20,3,3,Spring,1,0,7
2025-04-09 08:15:25,Electronics,Speaker,Room-1,Row-G,15,df134a77,Cold Storage,Medium,2.51,33,2025-04-12 12:30:51,6,None,"Morrison, Williams and Barnes",,Low,2025-04-09 08:15:25,40,0,6,Spring,1,1,14
2025-04-03 16:56:17,Electronics,Laptop,Room-9,Row-H,5,71f06d4d,Bin,Medium,8.02,48,2025-04-10 12:22:29,10,None,Foster and Sons,,Medium,2025-04-03 16:56:17,32,0,2,Spring,0,3,30
2025-03-31 07:58:32,Electronics,TV,Room-3,Row-A,9,7499b21c,Cold Storage,Small,1.76,73,2025-04-09 09:01:10,10,None,"Franklin, Avila and Wallace",,High,2025-03-31 07:58:32,12,4,4,Spring,0,1,30
2025-03-21 01:12:45,Furniture,Cupboard,Room-3,Row-H,15,331f2c67,Cold Storage,Medium,8.02,45,2025-04-08 08:29:12,10,None,"Lee, Macdonald and Gilbert",,Medium,2025-03-21 01:12:45,6,18,13,Spring,0,1,14
2025-03-31 17:00:52,Electronics,Laptop,Room-5,Row-H,8,d8bbf2a3,Cold Storage,Large,19.18,35,2025-04-11 02:11:48,7,None,"Mcdonald, Page and Richard",,Low,2025-03-31 17:00:52,29,0,3,Spring,1,2,14
2025-04-07 15:43:22,Electronics,Smartphone,Room-6,Row-C,11,0f1dc55a,Shelf,Medium,3.95,65,2025-04-08 11:11:28,10,None,Ware-Diaz,,High,2025-04-07 15:43:22,0,14,11,Spring,1,2,14
2025-04-09 15:34:28,Food,Milk,Room-5,Row-D,11,9a057051,Pallet,Large,29.23,37,2025-04-07 15:32:35,8,Refrigerated,"Zimmerman, Hoffman and Griffith",2025-05-01 15:34:28,High,2025-04-09 15:34:28,36,0,1,Spring,1,1,14
2025-03-28 21:21:53,Furniture,Sofa,Room-6,Row-E,3,298dcb54,Shelf,Medium,8.56,98,2025-04-09 06:58:12,6,None,Ross-Nelson,,Medium,2025-03-28 21:21:53,43,0,6,Spring,1,0,30
2025-03-31 12:25:30,Toys,Puzzle,Room-1,Row-G,18,d1d9c23f,Pallet,Medium,2.15,31,2025-04-11 20:18:19,12,None,Logan-English,,Medium,2025-03-31 12:25:30,30,0,7,Spring,1,1,7
2025-04-03 14:36:30,Toys,Puzzle,Room-9,Row-E,20,05156dca,Shelf,Medium,7.9,94,2025-04-11 07:57:20,9,None,Johnson Inc,,Medium,2025-04-03 14:36:30,45,0,14,Spring,0,4,14
2025-03-20 08:35:05,Toys,Lego,Room-9,Row-A,8,ca275518,Pallet,Medium,6.79,29,2025-04-09 15:16:45,6,None,Anderson-Reed,,Medium,2025-03-20 08:35:05,49,0,7,Spring,1,2,7
2025-04-12 06:46:40,Food,Bread,Room-9,Row-F,3,5f1b8486,Shelf,Small,1.06,47,2025-04-11 13:49:48,9,Refrigerated,Cline Inc,2025-04-25 06:46:40,Medium,2025-04-12 06:46:40,32,0,9,Spring,1,2,7
2025-03-19 17:28:55,Electronics,Speaker,Room-6,Row-G,20,e9b5ec5d,Bin,Small,1.28,30,2025-04-12 08:18:05,7,None,Moreno Group,,Low,2025-03-19 17:28:55,17,12,8,Spring,0,2,7
2025-03-24 04:19:05,Food,Milk,Room-10,Row-G,3,ccdfdd5a,Cold Storage,Small,1.71,23,2025-04-10 14:58:14,15,Refrigerated,Kim PLC,2025-04-05 04:19:05,Medium,2025-03-24 04:19:05,32,0,7,Spring,0,1,7
2025-04-10 04:37:52,Food,Apple,Room-2,Row-D,9,d0f9b8b1,Pallet,Medium,8.84,90,2025-04-11 23:15:41,8,Refrigerated,"Jones, Howard and Diaz",2025-05-02 04:37:52,High,2025-04-10 04:37:52,43,0,11,Spring,1,3,30
2025-03-27 01:08:22,Furniture,Bed,Room-9,Row-E,2,986b68c1,Shelf,Large,32.56,10,2025-04-09 00:38:10,11,None,"Stone, Shepard and Garcia",,Medium,2025-03-27 01:08:22,48,0,9,Spring,0,1,30
2025-03-22 17:10:54,Food,Bread,Room-9,Row-G,18,c29e812e,Cold Storage,Medium,5.59,73,2025-04-10 08:30:51,15,Refrigerated,"Phillips, Murphy and Newman",2025-03-28 17:10:54,Low,2025-03-22 17:10:54,39,0,9,Spring,1,2,7
2025-03-20 06:42:20,Furniture,Table,Room-5,Row-A,9,672fa693,Cold Storage,Small,1.22,46,2025-04-12 12:29:36,10,None,Russell-Walker,,Medium,2025-03-20 06:42:20,37,0,8,Spring,0,1,14
2025-03-28 11:30:48,Clothing,Jacket,Room-3,Row-I,17,156ea38b,Pallet,Medium,7.63,31,2025-04-10 06:18:19,15,None,"Price, Collins and Browning",,Medium,2025-03-28 11:30:48,8,6,6,Spring,0,3,7
2025-04-12 00:51:14,Clothing,Shirt,Room-4,Row-D,11,0f0435fa,Pallet,Small,1.05,45,2025-04-11 09:37:27,14,None,"Harding, Barker and Campbell",,Medium,2025-04-12 00:51:14,18,1,9,Spring,1,1,14
2025-03-31 11:06:02,Furniture,Chair,Room-6,Row-E,13,cb07569d,Pallet,Medium,2.97,62,2025-04-12 04:53:00,13,None,Jackson LLC,,Medium,2025-03-31 11:06:02,50,0,9,Spring,1,1,7
2025-03-23 15:43:31,Furniture,Bed,Room-9,Row-C,7,0f823638,Pallet,Small,0.39,9,2025-04-08 13:09:16,14,None,Knapp PLC,,Medium,2025-03-23 15:43:31,37,0,11,Spring,0,2,14
2025-04-01 04:07:11,Clothing,T-Shirt,Room-3,Row-B,18,da05600e,Cold Storage,Medium,4.18,31,2025-04-11 16:06:41,7,None,Johnson LLC,,Medium,2025-04-01 04:07:11,45,0,14,Spring,0,1,30
2025-03-15 18:58:11,Clothing,Jacket,Room-6,Row-H,19,67cd6747,Cold Storage,Medium,5.69,6,2025-04-09 22:04:41,14,None,Miller-Allen,,Medium,2025-03-15 18:58:11,4,19,14,Spring,1,0,7
2025-03-16 12:01:51,Toys,Puzzle,Room-6,Row-A,15,ed38719d,Shelf,Medium,2.9,68,2025-04-10 11:34:39,6,None,Wallace-Dyer,,Medium,2025-03-16 12:01:51,34,0,8,Spring,1,3,7
2025-04-12 04:29:16,Furniture,Bed,Room-10,Row-C,18,7946bf68,Pallet,Large,41.69,70,2025-04-08 12:35:37,10,None,Powell-Parker,,Medium,2025-04-12 04:29:16,4,18,11,Spring,0,0,14
2025-03-24 20:40:34,Electronics,Tablet,Room-10,Row-A,9,c5f2c05b,Cold Storage,Large,32.65,66,2025-04-09 03:59:09,5,None,"Serrano, Stevens and Baker",,Medium,2025-03-24 20:40:34,38,0,3,Spring,1,2,30
2025-03-28 01:34:26,Food,Milk,Room-9,Row-C,7,730d280b,Shelf,Medium,5.86,72,2025-04-10 17:51:58,8,Refrigerated,Arnold Ltd,2025-04-11 01:34:26,High,2025-03-28 01:34:26,22,0,12,Spring,0,0,7
2025-03-22 03:45:55,Toys,Blocks,Room-10,Row-A,11,19b0c4cc,Cold Storage,Large,33.82,77,2025-04-10 06:36:18,7,None,"Sanders, Wright and Hamilton",,Medium,2025-03-22 03:45:55,18,0,8,Spring,1,3,30
